Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDB17,OUT035,2954.242
FDM40,OUT049,2133.738
FDV46,OUT045,2208.186
FDQ44,OUT049,2048.5
NCD42,OUT046,607.168
DRH37,OUT046,2594.435
FDR10,OUT018,2577.145
NCD06,OUT027,1146.918
FDI53,OUT046,2658.143
FDG16,OUT035,3672.422
DRB25,OUT046,1636.267
FDY09,OUT046,2748.207
FDX48,OUT045,2389.844
FDC03,OUT010,529.788
FDT47,OUT035,1667.998
FDW44,OUT027,4407.022
FDT24,OUT017,1260.063
FDT12,OUT019,579.846
NCS38,OUT035,1832.731
FDO39,OUT035,3183.537
FDA13,OUT046,630.665
FDO48,OUT035,4178.2
DRJ01,OUT017,2586.864
FDD53,OUT018,594.452
NCT05,OUT049,4121.423
FDQ51,OUT045,706.635
FDU60,OUT013,2625.978
FDC59,OUT046,936.874
FDP36,OUT035,819.101
NCM19,OUT017,1798.629
FDL16,OUT035,686.998
FDE50,OUT018,2846.578
NCR18,OUT013,591.348
NCD30,OUT035,1601.488
FDH31,OUT013,1470.768
FDD56,OUT019,394.266
FDC47,OUT049,3728.758
FDZ21,OUT045,1686.939
FDM01,OUT049,1711.749
FDF24,OUT013,1328.505
FDW23,OUT017,663.529
FDY52,OUT018,944.22
DRH37,OUT027,4131.706
DRO47,OUT027,3114.894
FDR25,OUT049,3856.922
FDQ24,OUT027,6116.378
DRJ51,OUT018,3412.007
NCU06,OUT035,4090.208
NCV18,OUT018,1378.66
NCC06,OUT027,3417.115
FDZ01,OUT018,1461.807
FDT14,OUT017,2025.368
FDD11,OUT019,582.523
FDN09,OUT017,4233.635
NCO18,OUT010,432.007
FDZ50,OUT045,3195.071
FDS44,OUT013,3564.564
FDI36,OUT045,2948.09
FDA26,OUT010,558.298
NCY53,OUT049,1766.569
FDF32,OUT049,3112.115
FDF59,OUT010,267.444
FDB20,OUT046,1257.672
DRH11,OUT035,922.23
FDT03,OUT049,3138.796
NCH06,OUT035,3962.591
FDR55,OUT049,3208.979
FDI10,OUT035,3015.343
FDZ12,OUT045,2112.817
FDM12,OUT049,3329.888
DRB25,OUT045,1545.683
NCS41,OUT013,3143.489
NCT53,OUT049,2695.082
NCD55,OUT013,568.478
FDY08,OUT049,2130.004
NCP55,OUT049,911.229
FDA33,OUT013,2302.305
FDQ33,OUT013,2469.417
FDE45,OUT027,4737.113
FDT26,OUT013,1943.634
NCV53,OUT049,4130.1
FDK60,OUT027,2576.606
NCJ29,OUT046,1344.993
FDI15,OUT045,3833.163
FDX21,OUT013,1652.892
FDV49,OUT019,584.507
DRO59,OUT046,1286.53
FDZ14,OUT045,1869.916
FDP32,OUT027,3407.351
FDC33,OUT017,3078.844
FDT14,OUT010,267.141
NCN54,OUT027,1968.661
FDR57,OUT027,3794.794
DRK12,OUT046,588.85
FDX52,OUT049,3110.277
FDX08,OUT010,432.007
FDP10,OUT010,241.278
NCP50,OUT045,1347.264
NCL06,OUT013,4474.474
FDP25,OUT013,3873.412
FDE53,OUT013,1627.288
FDL27,OUT017,1077.749
FDC35,OUT049,3573.625
DRJ47,OUT010,411.544
FDD16,OUT018,1288.041
NCN42,OUT049,2325.36
FDC38,OUT027,3456.985
NCO07,OUT045,3614.647
FDQ20,OUT049,603.293
FDI32,OUT046,1880.021
FDN20,OUT010,415.049
DRJ51,OUT027,6116.378
FDU08,OUT045,1557.138
DRN37,OUT019,383.676
FDD05,OUT010,269.321
FDW15,OUT046,2400.232
FDI52,OUT046,1954.226
DRM11,OUT049,3931.648
NCO06,OUT045,581.604
FDU38,OUT049,3316.565
FDU59,OUT018,2506.777
FDJ10,OUT046,2180.431
FDM13,OUT049,2049.486
NCJ30,OUT019,384.76
FDM45,OUT018,1955.05
FDP36,OUT045,766.099
NCD30,OUT010,223.714
FDN48,OUT017,1463.735
FDY32,OUT049,2727.626
FDU47,OUT046,2180.427
FDF17,OUT019,533.223
FDP34,OUT017,2559.35
FDA47,OUT049,2696.343
DRD27,OUT027,2529.389
FDW38,OUT045,924.376
FDZ15,OUT019,296.475
FDZ03,OUT027,5052.515
NCN19,OUT049,3075.117
FDG02,OUT035,3026.924
FDS31,OUT035,3305.944
FDW43,OUT019,579.846
FDZ47,OUT010,236.916
FDO57,OUT017,2645.002
NCL07,OUT013,578.598
NCV42,OUT013,1751.473
FDP40,OUT017,1978.908
FDP48,OUT019,486.736
FDH21,OUT017,2675.005
NCP02,OUT049,855.027
FDK24,OUT049,716.81
FDC41,OUT045,1247.714
FDF08,OUT017,1343.462
FDO49,OUT017,806.916
FDS56,OUT027,6172.272
FDX46,OUT018,901.077
FDQ07,OUT013,3683.293
FDC32,OUT010,210.469
FDT21,OUT019,585.649
FDG58,OUT045,2412.247
FDW14,OUT049,1310.94
DRA12,OUT027,3472.22
FDV27,OUT013,1364.925
DRD25,OUT013,1685.38
DRF48,OUT027,5044.237
FDX24,OUT017,1414.776
DRJ51,OUT046,3853.442
FDE45,OUT045,2873.724
FDE14,OUT046,1743.193
FDG53,OUT045,2060.711
FDT08,OUT046,2430.039
DRC27,OUT027,6105.118
FDG20,OUT035,2697.183
FDC21,OUT046,1748.295
FDV31,OUT018,2554.762
FDB58,OUT045,2213.516
FDV23,OUT046,1965.12
FDA25,OUT019,267.089
FDC15,OUT046,2589.85
FDU47,OUT049,2130.585
FDE23,OUT013,759.618
FDS08,OUT013,2676.22
FDW03,OUT027,2538.356
FDJ60,OUT018,2399.346
FDM34,OUT017,2001.095
FDW33,OUT013,1569.623
FDZ40,OUT013,843.11
FDE33,OUT018,1354.211
NCC06,OUT010,269.624
FDU11,OUT046,1924.47
FDL44,OUT017,2871.4
NCZ29,OUT017,1985.127
FDG28,OUT010,593.238
FDL12,OUT018,937.616
FDD52,OUT017,1675.166
FDO15,OUT013,1131.346
NCN29,OUT027,1142.214
FDW36,OUT013,1537.301
FDB21,OUT046,3601.62
FDZ28,OUT013,1982.245
FDY10,OUT035,1824.036
DRG39,OUT017,848.536
FDN28,OUT013,1673.461
FDV15,OUT035,1672.114
DRI13,OUT035,3967.383
FDH20,OUT046,1629.795
FDY51,OUT013,3678.215
FDE16,OUT013,3761.164
FDX40,OUT018,552.518
FDC48,OUT018,1340.965
FDS14,OUT046,2420.095
FDX56,OUT017,3861.981
FDI10,OUT046,2894.005
FDI14,OUT013,2200.972
DRM48,OUT013,534.384
NCH07,OUT027,3975.356
FDY26,OUT013,3763.854
FDD02,OUT027,3191.036
FDM12,OUT046,3230.725
DRF01,OUT010,355.207
FDV36,OUT046,2192.424
DRI59,OUT013,4001.431
FDV03,OUT018,2263.783
FDO39,OUT017,3184.001
NCB07,OUT018,2834.689
FDH38,OUT027,3154.014
FDZ13,OUT035,765.761
NCZ30,OUT046,2194.386
NCA06,OUT035,587.277
FDB04,OUT049,1297.077
FDN50,OUT013,1421.06
NCG06,OUT049,4095.863
NCY17,OUT018,640.326
FDC23,OUT046,2813.243
FDK33,OUT049,3643.986
FDR03,OUT049,3700.177
FDZ07,OUT045,988.739
FDO38,OUT013,1331.909
FDS59,OUT046,1761.1
DRM11,OUT019,598.74
FDX52,OUT027,5725.767
DRJ35,OUT018,895.27
NCP53,OUT046,4100.547
FDW15,OUT019,353.891
DRI47,OUT045,2332.866
DRZ11,OUT035,1951.743
FDS02,OUT013,2884.814
DRD49,OUT018,3434.519
FDW38,OUT049,831.424
FDR21,OUT019,403.021
FDE40,OUT013,1062.573
FDI02,OUT045,1712.947
FDQ04,OUT045,658.297
FDY14,OUT017,4563.983
NCT54,OUT046,1595.887
DRD25,OUT017,1770.732
DRE01,OUT045,3585.071
FDJ12,OUT010,546.076
NCZ05,OUT049,1716.225
DRB25,OUT019,281.642
NCC31,OUT045,2619.432
FDM16,OUT045,1240.348
DRG11,OUT049,1646.777
FDV24,OUT027,3742.689
FDV43,OUT046,683.656
FDG05,OUT018,2304.48
FDV23,OUT010,269.321
FDI58,OUT018,1328.616
FDQ11,OUT017,4561.926
FDC05,OUT027,5700.39
FDF40,OUT013,4115.195
FDU02,OUT018,3466.863
FDT32,OUT013,3066.386
NCF06,OUT017,4292.835
FDT46,OUT013,765.178
FDR58,OUT010,210.804
FDY04,OUT046,2650.974
FDT58,OUT045,2717.515
FDE46,OUT049,2349.544
DRH11,OUT017,907.745
DRI51,OUT046,2803.308
FDC35,OUT017,3473.696
FDP45,OUT035,4116.653
FDC45,OUT017,3041.382
FDU01,OUT045,3052.436
FDJ53,OUT010,267.141
FDJ46,OUT017,2891.643
FDX07,OUT013,3031.947
NCI30,OUT049,4015.87
FDE47,OUT027,3335.337
FDV48,OUT045,1354.692
FDN16,OUT019,267.089
FDM52,OUT013,2429.509
FDA32,OUT027,5794.269
FDH05,OUT017,3690.351
FDW25,OUT010,198.69
FDQ09,OUT046,1788.991
NCM17,OUT010,95.699
DRM59,OUT046,2287.825
FDV47,OUT027,2025.701
DRE15,OUT035,1232.746
FDS25,OUT010,254.74
NCZ05,OUT018,1455.259
NCV05,OUT019,372.489
DRM37,OUT046,2978.23
FDV58,OUT027,5653.428
FDN22,OUT027,6166.011
NCO06,OUT049,575.648
FDT56,OUT019,174.868
FDM02,OUT013,1333.375
FDA09,OUT046,2867.49
NCC06,OUT035,2172.475
NCL54,OUT049,2904.062
NCB55,OUT017,908.375
FDB12,OUT017,1700.995
NCA54,OUT049,2945.447
NCS38,OUT049,1825.308
FDC02,OUT049,4504.707
FDK44,OUT019,394.266
FDE16,OUT035,3995.39
NCS05,OUT035,2289.026
FDZ59,OUT045,2725.887
FDI20,OUT017,3979.247
FDQ14,OUT046,2478.271
FDF53,OUT017,3222.235
FDW25,OUT017,1349.365
NCQ43,OUT010,254.74
FDX52,OUT013,2942.288
FDE28,OUT045,3704.167
FDN15,OUT017,2247.541
FDO28,OUT017,1873.4
FDQ33,OUT045,2555.242
FDM22,OUT010,158.732
FDJ03,OUT017,755.25
FDI16,OUT045,906.837
FDI09,OUT027,6116.378
FDX55,OUT013,3631.862
FDS23,OUT027,3407.351
DRC12,OUT045,2969.235
FDH41,OUT049,3627.835
FDN01,OUT013,2748.993
FDV55,OUT045,2251.785
NCJ19,OUT013,874.573
NCY29,OUT010,162.882
FDP03,OUT018,1801.894
FDZ52,OUT045,1687.876
FDH31,OUT010,239.81
FDQ19,OUT018,3426.232
FDS15,OUT035,1648.307
FDN32,OUT017,3187.015
FDH32,OUT049,1553.903
FDF33,OUT017,1752.406
FDJ22,OUT046,3150.182
FDG56,OUT010,170.917
FDC05,OUT046,3042.152
FDK09,OUT013,3760.172
NCV29,OUT045,2884.937
NCC43,OUT019,596.872
NCA42,OUT049,2546.003
FDC10,OUT046,1843.194
FDC16,OUT013,1326.977
NCL17,OUT013,2149.121
FDA51,OUT035,1866.927
FDW01,OUT017,2394.877
NCF30,OUT045,2038.329
FDN49,OUT013,588.638
FDY20,OUT045,1368.027
FDC15,OUT045,2479.85
FDY24,OUT046,918.528
NCG43,OUT017,1613.667
FDA48,OUT013,3579.746
NCF55,OUT017,590.675
FDL38,OUT049,1368.028
NCQ29,OUT018,3540.916
FDC34,OUT017,2523.515
FDP36,OUT027,1149.177
FDN50,OUT010,218.249
FDO23,OUT049,1550.099
FDT56,OUT013,853.645
FDT13,OUT027,5072.231
FDZ03,OUT013,3067.045
FDQ03,OUT010,606.431
FDU44,OUT045,2636.529
FDD03,OUT049,3750.702
NCH30,OUT013,1637.613
FDS60,OUT010,428.932
FDG08,OUT046,2832.083
FDX38,OUT017,769.652
FDD22,OUT017,1832.178
FDW51,OUT013,3460.781
FDL09,OUT017,2775.494
FDZ60,OUT045,1568.145
NCH07,OUT046,2663.822
NCQ41,OUT049,2965.838
FDW04,OUT049,1927.06
FDI08,OUT027,6113.199
FDR19,OUT019,351.051
FDV13,OUT046,1367.194
FDB52,OUT017,4157.61
FDZ48,OUT027,3020.735
NCO14,OUT049,718.158
FDZ50,OUT013,3152.092
FDN27,OUT019,291.335
FDQ60,OUT013,2015.21
FDR49,OUT017,796.3
DRJ35,OUT027,1451.201
DRI49,OUT017,1374.397
FDB47,OUT017,4071.126
FDP37,OUT010,267.444
FDR26,OUT049,2780.417
FDY31,OUT019,359.802
FDC11,OUT045,1389.477
DRP47,OUT035,3999.868
NCY54,OUT018,2673.867
FDR27,OUT046,2154.476
FDQ21,OUT019,296.43
NCQ29,OUT035,3971.071
FDJ02,OUT046,2339.976
FDE21,OUT018,1872.585
FDM39,OUT046,2634.18
FDZ01,OUT017,1756.139
NCB19,OUT018,1353.525
FDU03,OUT046,3092.35
FDP27,OUT049,3201.326
DRF01,OUT045,2495.341
FDM03,OUT049,1610.615
FDV01,OUT046,2463.488
FDS16,OUT046,2587.639
FDO45,OUT035,1453.579
NCX06,OUT035,3044.15
FDP13,OUT046,649.813
NCR38,OUT018,3512.428
FDA01,OUT013,821.83
FDT26,OUT017,1811.936
FDD44,OUT027,6116.378
FDB26,OUT013,857.709
FDP45,OUT019,582.523
NCP55,OUT046,936.634
FDT23,OUT017,1368.222
FDO51,OUT045,669.798
FDA44,OUT046,898.443
NCJ31,OUT018,3437.936
FDX37,OUT045,1529.498
NCD18,OUT049,3944.29
FDN40,OUT027,3759.821
FDL33,OUT017,3168.005
DRF48,OUT035,3223.901
FDW08,OUT035,1655.654
FDX39,OUT018,3231.323
FDB38,OUT049,2813.242
FDY46,OUT018,2910.321
NCB06,OUT049,2661.149
FDA34,OUT035,3121.752
FDA35,OUT045,1888.301
FDQ07,OUT035,3806.483
FDU32,OUT045,2123.976
FDU26,OUT013,1972.213
FDU13,OUT010,361.173
FDO09,OUT035,3968.793
FDW03,OUT019,268.161
FDB38,OUT013,2632.967
FDL26,OUT010,367.185
NCN43,OUT045,2100.604
FDH08,OUT045,3974.274
NCC31,OUT019,380.092
FDH14,OUT035,2162.923
FDL40,OUT017,1608.455
FDD20,OUT035,2141.636
NCV53,OUT035,4288.037
FDD16,OUT045,1154.016
FDP24,OUT035,1956.942
FDQ25,OUT045,3032.34
FDM38,OUT035,897.236
NCT18,OUT010,415.616
FDM34,OUT049,2077.161
DRH37,OUT010,404.663
NCE07,OUT013,2310.898
FDG12,OUT013,1961.581
FDB59,OUT010,545.844
FDS10,OUT018,2676.44
FDN21,OUT010,399.947
FDM02,OUT045,1339.437
FDO44,OUT049,1748.786
NCN17,OUT017,1721.707
FDH16,OUT018,1335.906
FDL44,OUT046,2690.931
FDY47,OUT017,1959.423
DRI39,OUT046,947.672
NCX54,OUT018,1501.623
FDE59,OUT046,593.419
FDO46,OUT045,2941.162
DRE13,OUT046,1379.635
FDW14,OUT013,1371.138
FDF35,OUT046,1622.363
FDO50,OUT019,227.811
DRF49,OUT017,1801.668
FDT60,OUT049,1973.544
FDP38,OUT045,773.253
FDA31,OUT027,4642.705
FDY52,OUT010,171.101
FDD03,OUT027,6116.378
FDN52,OUT018,1364.211
FDU20,OUT010,268.116
FDD22,OUT035,1643.576
NCB55,OUT019,174.868
FDN27,OUT045,1888.227
FDD16,OUT013,1258.08
FDW48,OUT046,1336.762
DRN35,OUT045,596.408
FDX25,OUT049,3147.407
DRD49,OUT049,3553.878
FDE21,OUT019,292.556
FDN44,OUT035,2726.217
DRC01,OUT049,808.038
NCK30,OUT046,4213.329
FDU39,OUT013,835.576
FDB49,OUT013,1525.543
FDS12,OUT045,1977.834
FDR57,OUT018,2378.429
FDX22,OUT027,5789.036
FDC60,OUT013,1404.821
NCE42,OUT049,3829.043
NCK42,OUT049,3622.245
DRE01,OUT017,3628.031
FDE57,OUT018,2079.621
DRK59,OUT019,584.914
FDB10,OUT027,6113.199
FDQ25,OUT046,2829.794
FDY26,OUT017,4066.9
FDG28,OUT049,3906.411
FDM14,OUT049,1647.852
NCH29,OUT049,1610.453
FDD48,OUT049,2037.674
FDC17,OUT045,3735.396
DRH49,OUT027,1988.553
FDN44,OUT018,2469.336
FDC29,OUT045,1992.249
DRK01,OUT019,235.305
FDD48,OUT017,2023.723
FDB59,OUT013,2832.852
FDY45,OUT010,593.238
FDX60,OUT035,1401.312
FDT09,OUT010,280.534
DRB24,OUT018,2243.464
FDL13,OUT035,3920.014
FDN16,OUT035,1700.141
FDK57,OUT013,2011.852
FDO22,OUT027,1975.835
FDC57,OUT010,522.362
FDZ13,OUT027,1130.503
FDW27,OUT013,2374.049
FDX10,OUT049,586.002
FDY08,OUT018,2055.946
FDA49,OUT017,1344.738
FDC32,OUT018,1385.411
FDO04,OUT035,914.127
NCZ54,OUT013,2604.729
FDY40,OUT045,805.432
FDW36,OUT045,1546.096
FDE11,OUT017,3184.04
DRE37,OUT045,3079.236
NCK19,OUT017,3240.665
FDT19,OUT035,2677.497
FDE56,OUT045,941.873
FDZ57,OUT010,268.104
FDB35,OUT035,1464.534
FDF09,OUT010,95.699
FDO34,OUT046,2865.123
FDA55,OUT046,3945.237
NCM18,OUT035,964.301
FDJ20,OUT019,294.249
DRQ35,OUT019,293.629
FDG02,OUT013,2917.135
NCU29,OUT018,2314.316
FDL27,OUT027,1534.607
NCA54,OUT035,2954.242
FDJ32,OUT035,958.561
FDB21,OUT019,596.872
FDR46,OUT035,2565.561
FDZ32,OUT046,1755.956
DRF36,OUT017,3067.461
NCU54,OUT017,3641.585
NCI31,OUT017,584.172
DRA59,OUT035,3189.742
NCC55,OUT045,609.317
FDE44,OUT018,730.151
NCN26,OUT018,1840.551
FDC11,OUT049,1336.992
FDV24,OUT035,2357.622
FDR40,OUT019,194.639
NCQ17,OUT049,2591.635
FDC46,OUT045,3063.633
NCM18,OUT046,1003.344
FDK16,OUT046,1599.685
FDI28,OUT017,1360.552
FDS11,OUT018,3459.09
DRD13,OUT046,1066.537
FDL36,OUT035,1392.36
FDI27,OUT013,729.785
FDJ53,OUT019,292.895
FDS44,OUT045,3855.796
FDE28,OUT046,3689.227
FDQ33,OUT018,2410.002
FDB37,OUT017,4290.18
FDQ31,OUT045,1354.399
NCQ05,OUT046,2351.601
FDE10,OUT013,2136.345
FDF38,OUT017,650.637
FDE50,OUT019,509.674
DRG37,OUT010,384.94
NCH06,OUT049,3973.414
FDY14,OUT045,4389.35
FDO27,OUT017,1659.991
FDQ19,OUT049,3880.423
FDZ26,OUT019,596.872
FDN51,OUT013,4190.022
FDK20,OUT035,2169.335
FDD40,OUT018,2814.508
DRI25,OUT018,936.902
FDH56,OUT017,1768.762
FDI36,OUT027,5683.206
DRH11,OUT018,928.799
NCV18,OUT017,1375.625
DRI01,OUT049,2997.328
DRE48,OUT049,2969.495
FDS51,OUT035,938.743
FDM38,OUT017,766.258
FDB60,OUT027,5666.113
FDY58,OUT035,4282.706
FDY22,OUT045,2279.558
FDF11,OUT027,6166.011
FDZ51,OUT035,1621.283
FDQ45,OUT017,3164.747
FDF17,OUT035,2992.258
NCF31,OUT027,3750.903
FDA37,OUT013,1890.948
FDO51,OUT046,662.632
FDF34,OUT013,2809.078
FDD57,OUT018,1410.954
FDO37,OUT046,4215.927
FDR49,OUT049,780.257
FDS39,OUT049,2221.893
FDI48,OUT027,1175.518
DRM35,OUT049,3107.43
FDV57,OUT035,3329.344
FDZ55,OUT013,2754.409
FDI28,OUT035,1388.77
FDS21,OUT045,992.406
FDT34,OUT013,1597.529
DRI25,OUT035,939.731
FDT47,OUT010,221.53
DRH39,OUT045,1233.181
NCD54,OUT045,2390.518
FDU16,OUT027,2050.293
NCW29,OUT045,2125.649
FDV25,OUT027,6064.369
FDM56,OUT035,1628.359
FDZ04,OUT027,1539.781
FDG59,OUT019,95.699
FDI56,OUT045,1371.905
FDS33,OUT035,1407.424
FDC23,OUT049,2903.582
FDT11,OUT049,3197.696
FDG17,OUT045,4056.755
FDZ44,OUT045,1876.897
FDJ52,OUT013,2664.593
DRI23,OUT046,2598.604
DRE15,OUT010,183.36
NCF07,OUT013,1650.604
NCR29,OUT049,868.51
FDE44,OUT019,96.535
FDT23,OUT035,1388.018
NCG06,OUT017,4220.358
NCU41,OUT010,523.98
FDH46,OUT017,1855.82
FDV31,OUT013,2695.846
NCT41,OUT027,3776.872
FDE22,OUT027,4014.17
FDC26,OUT045,1604.294
DRF51,OUT017,583.054
NCY53,OUT019,290.39
FDY21,OUT017,3014.957
FDL27,OUT013,1058.125
FDZ34,OUT049,3277.02
NCF43,OUT010,343.823
FDC21,OUT035,1760.638
FDL26,OUT013,2387.779
FDT25,OUT010,266.853
NCR30,OUT046,1198.579
DRL23,OUT019,269.331
NCR05,OUT049,3107.356
NCE19,OUT018,943.182
FDY07,OUT035,669.775
FDB10,OUT017,4021.742
FDP57,OUT013,1589.147
FDU48,OUT019,298.673
FDH48,OUT035,1367.73
FDO33,OUT035,1800.692
NCU29,OUT045,2345.86
FDW35,OUT046,650.062
FDH05,OUT010,604.617
FDP26,OUT049,1686.099
DRG27,OUT035,672.754
FDQ33,OUT046,2553.632
FDH20,OUT010,223.714
FDV14,OUT046,1433.687
DRD01,OUT046,899.628
NCI17,OUT049,1613.263
FDF39,OUT010,593.238
FDX37,OUT046,1582.752
NCX17,OUT035,3677.418
FDN03,OUT013,3943.374
NCS41,OUT010,477.324
FDH34,OUT045,3152.915
NCX53,OUT018,2139.041
FDY31,OUT046,2422.541
FDD20,OUT017,2152.87
FDE51,OUT045,718.942
FDV27,OUT046,1346.908
FDF16,OUT035,2530.755
FDZ02,OUT049,1683.747
NCK05,OUT045,974.763
FDM12,OUT027,5571.9
NCA05,OUT018,2294.63
FDX33,OUT045,2578.814
FDM25,OUT049,2935.35
FDE41,OUT018,1340.797
FDW14,OUT045,1365.565
NCD30,OUT046,1635.432
FDB23,OUT010,586.813
FDF45,OUT046,920.893
FDW20,OUT017,2150.241
FDF47,OUT045,3666.187
NCR05,OUT019,531.922
DRB01,OUT046,3248.11
FDE36,OUT013,2549.53
FDU56,OUT049,3403.681
FDB23,OUT049,3809.027
FDN48,OUT049,1370.505
FDS43,OUT013,2948.167
NCN05,OUT013,3080.697
NCL53,OUT049,2817.798
FDL56,OUT046,1371.109
FDH17,OUT018,1408.438
FDP37,OUT046,2034.837
FDG09,OUT019,508.718
FDA55,OUT045,3868.31
FDX31,OUT049,3858.004
FDJ41,OUT045,4123.499
DRC24,OUT045,2397.47
FDQ21,OUT035,2153.122
NCT54,OUT045,1425.311
FDH08,OUT049,4098.27
FDY38,OUT018,3385.814
DRM11,OUT010,608.173
FDG32,OUT049,3592.503
NCH18,OUT046,3855.548
FDI20,OUT035,3987.386
FDA33,OUT018,2230.347
FDN45,OUT013,3591.669
FDT45,OUT010,162.882
FDR32,OUT035,3970.893
FDA48,OUT017,3682.927
FDN23,OUT017,2516.869
NCR18,OUT035,662.358
FDD45,OUT046,1494.089
FDI22,OUT018,3288.895
FDT09,OUT013,2261.513
DRC24,OUT027,3776.872
FDT39,OUT046,2303.822
FDX28,OUT045,1520.471
FDA50,OUT018,1413.472
FDT33,OUT027,4407.022
FDQ60,OUT049,1985.053
NCM19,OUT018,1653.466
FDF40,OUT046,4057.774
NCI30,OUT035,3990.95
FDK34,OUT049,4105.217
FDA38,OUT027,6166.011
FDT02,OUT045,593.148
FDC11,OUT017,1347.744
FDD08,OUT046,655.401
NCS29,OUT046,4511.154
DRI03,OUT010,431.543
FDK48,OUT035,1185.402
FDM52,OUT049,2349.69
FDP49,OUT035,911.207
DRA24,OUT046,2581.986
NCJ43,OUT049,3070.455
FDE11,OUT045,3081.465
FDP01,OUT049,2363.16
FDQ59,OUT018,1360.536
FDA43,OUT019,522.461
FDL14,OUT017,2318.048
FDV50,OUT010,269.321
FDT01,OUT027,5751.331
NCC42,OUT035,2154.017
FDO28,OUT046,1849.5
FDD32,OUT019,194.639
FDV45,OUT035,3264.134
NCW17,OUT019,296.732
NCJ17,OUT027,2152.83
NCF18,OUT049,3283.122
FDP01,OUT045,2366.986
FDH24,OUT045,2621.121
FDI38,OUT027,5789.036
FDX03,OUT035,692.483
FDY28,OUT046,3454.102
FDN34,OUT018,2635.988
FDJ02,OUT045,2345.987
FDW40,OUT019,306.483
FDX03,OUT017,695.962
FDE17,OUT027,3759.821
FDT58,OUT046,2703.143
FDI38,OUT013,3613.512
FDW22,OUT035,4169.322
FDS15,OUT027,2615.698
NCX06,OUT013,2995.258
DRK47,OUT035,4288.995
FDC23,OUT027,4725.233
FDM56,OUT010,254.141
FDP21,OUT046,3020.674
FDP58,OUT046,3527.227
FDA27,OUT019,582.523
FDK41,OUT019,211.033
NCH42,OUT046,4174.803
FDG29,OUT045,683.15
FDW15,OUT018,2268.593
FDD28,OUT018,895.27
FDQ37,OUT049,3292.327
FDC23,OUT035,2991.535
FDV13,OUT035,1428.914
FDK33,OUT046,3617.419
FDO33,OUT013,1795.391
FDN21,OUT017,2703.08
NCW06,OUT027,5604.021
FDI38,OUT035,3846.058
FDC21,OUT027,2562.195
NCS05,OUT046,2271.82
NCN53,OUT049,597.2
FDV40,OUT010,178.687
FDG60,OUT017,4066.317
NCY30,OUT027,4970.294
FDM40,OUT045,2124.678
NCO30,OUT046,3155.977
FDK10,OUT046,2914.905
FDM36,OUT045,2921.191
FDN10,OUT013,1806.052
FDM46,OUT018,1339.247
FDX50,OUT049,1690.949
FDP33,OUT045,3872.855
FDO12,OUT045,2929.696
FDC28,OUT013,1613.886
FDO31,OUT045,1369.759
FDX45,OUT035,2450.809
FDV21,OUT049,1987.513
FDH04,OUT049,1366.349
NCG54,OUT013,2727.181
FDO13,OUT046,2628.946
FDA09,OUT027,4748.096
FDC38,OUT017,2133.228
NCO42,OUT046,2358.038
FDL45,OUT049,1993.17
NCK31,OUT013,799.91
FDM39,OUT017,3056.696
FDC22,OUT010,525.37
FDF46,OUT046,1825.204
FDQ37,OUT045,3176.585
FDH41,OUT010,558.927
FDQ04,OUT046,662.042
NCQ02,OUT027,5079.012
FDJ57,OUT027,5072.231
NCE07,OUT049,2220.473
FDE56,OUT013,867.249
FDI20,OUT049,3925.737
FDK36,OUT018,745.675
FDP08,OUT027,5594.09
FDF44,OUT017,2027.018
NCU53,OUT017,2730.877
FDF47,OUT035,3788.522
FDS55,OUT010,362.258
FDZ52,OUT010,258.528
FDL04,OUT018,1464.332
NCM26,OUT035,2408.548
FDX43,OUT049,2943.175
FDP52,OUT049,4274.912
DRK49,OUT045,666.077
FDE38,OUT013,2524.886
DRF13,OUT035,2441.008
FDK41,OUT010,196.029
FDJ04,OUT027,3222.876
FDZ44,OUT018,1805.14
FDS11,OUT013,3977.477
FDA55,OUT049,3928.717
NCW53,OUT046,3057.902
FDB49,OUT027,2533.314
FDD23,OUT017,3180.829
NCV42,OUT045,1713.312
NCZ29,OUT018,1940.353
FDQ26,OUT013,808.393
FDV08,OUT017,654.294
FDC53,OUT049,1551.847
FDV58,OUT010,527.105
NCP02,OUT019,174.778
DRI37,OUT045,921.032
FDQ12,OUT049,4224.042
FDE33,OUT046,1269.553
FDX27,OUT045,1585.415
FDM22,OUT017,779.193
NCH30,OUT019,290.227
FDC04,OUT017,3987.597
FDO38,OUT046,1333.515
FDV52,OUT027,3203.273
FDB32,OUT013,1537.102
FDV43,OUT018,744.647
FDI24,OUT018,2608.257
FDR40,OUT017,1349.448
FDW02,OUT049,1999.226
FDE44,OUT049,794.995
FDL38,OUT046,1402.495
NCT54,OUT010,221.53
DRJ39,OUT010,559.281
FDW55,OUT049,4114.992
DRF13,OUT019,362.088
NCW17,OUT049,2218.053
FDP13,OUT035,673.042
FDS08,OUT018,2594.521
NCP17,OUT035,981.152
NCO53,OUT035,3113.709
FDH19,OUT045,2891.847
FDJ04,OUT017,1964.794
FDG10,OUT049,905.408
FDA40,OUT010,198.506
FDI53,OUT045,2643.795
FDU09,OUT010,162.882
FDK60,OUT045,1525.19
FDR43,OUT017,582.235
FDW22,OUT017,4125.701
DRP47,OUT010,605.352
DRG48,OUT010,379.799
FDA14,OUT035,2536.99
